carat,depth,x,y,z,color_E,color_F,color_G,color_H,color_I,color_J
1.5,63.6,7.24,7.2,4.59,0,0,1,0,0,0
0.31,61.5,4.37,4.41,2.7,1,0,0,0,0,0
0.51,61.6,5.15,5.17,3.18,0,0,0,0,0,0
0.33,60.6,4.41,4.44,2.68,1,0,0,0,0,0
1.01,61.9,6.43,6.5,4.01,0,0,0,0,0,1
1.01,62.7,6.38,6.41,4.01,0,0,1,0,0,0
0.33,62.3,4.45,4.41,2.76,0,0,1,0,0,0
0.71,62.1,5.69,5.75,3.55,0,1,0,0,0,0
1.01,60.8,6.49,6.46,3.94,1,0,0,0,0,0
0.61,61.9,5.43,5.45,3.37,0,0,1,0,0,0
0.41,61.4,4.75,4.8,2.93,0,0,1,0,0,0
1.31,61.4,7.01,6.96,4.29,0,0,0,1,0,0
1.12,61.6,6.63,6.67,4.1,0,0,0,1,0,0
2.15,63.8,8.23,8.08,5.2,0,0,1,0,0,0
0.37,62.0,4.6,4.63,2.86,1,0,0,0,0,0
1.0,59.3,6.51,6.57,3.88,0,0,1,0,0,0
1.21,62.9,6.78,6.74,4.25,0,0,0,1,0,0
0.77,61.2,5.9,5.93,3.62,0,0,1,0,0,0
1.0,61.6,6.34,6.42,3.93,0,0,0,0,1,0
0.51,62.3,5.13,5.08,3.18,0,0,1,0,0,0
0.28,62.0,4.19,4.23,2.61,1,0,0,0,0,0
1.09,62.5,6.49,6.54,4.07,0,0,0,1,0,0
0.7,59.5,5.81,5.79,3.45,0,1,0,0,0,0
0.37,61.0,4.64,4.61,2.82,0,0,0,0,0,0
0.34,61.5,4.52,4.49,2.77,1,0,0,0,0,0
0.7,61.2,5.73,5.68,3.49,1,0,0,0,0,0
1.02,62.2,6.4,6.59,4.04,1,0,0,0,0,0
0.32,62.3,4.44,4.39,2.75,0,1,0,0,0,0
2.04,62.5,8.09,8.22,5.1,0,0,0,0,1,0
1.03,61.7,6.52,6.46,4.01,1,0,0,0,0,0
0.58,61.8,5.34,5.37,3.31,0,0,0,0,0,0
0.41,63.5,4.7,4.75,3.0,0,0,0,0,1,0
0.34,60.9,4.51,4.49,2.74,1,0,0,0,0,0
1.0,61.8,6.44,6.37,3.96,0,1,0,0,0,0
0.5,59.8,5.12,5.15,3.07,0,0,1,0,0,0
0.39,61.8,4.66,4.71,2.9,0,1,0,0,0,0
0.32,61.9,4.42,4.43,2.74,1,0,0,0,0,0
0.55,61.7,5.29,5.27,3.26,1,0,0,0,0,0
1.19,59.8,6.94,6.9,4.14,0,0,0,0,0,1
1.01,60.7,6.49,6.45,3.93,0,0,0,0,0,0
0.26,62.5,4.08,4.11,2.56,0,0,0,0,1,0
0.41,61.5,4.8,4.83,2.96,0,1,0,0,0,0
1.0,62.6,6.35,6.3,3.97,1,0,0,0,0,0
1.0,62.5,6.38,6.45,4.01,1,0,0,0,0,0
0.55,61.4,5.24,5.28,3.23,0,1,0,0,0,0
0.33,62.1,4.46,4.43,2.76,0,0,0,1,0,0
0.3,62.6,4.21,4.25,2.65,0,0,1,0,0,0
0.33,61.7,4.41,4.44,2.73,0,0,0,1,0,0
0.5,63.3,5.02,5.06,3.19,0,0,0,1,0,0
0.62,62.6,5.42,5.38,3.38,0,0,1,0,0,0
0.9,63.0,6.14,6.09,3.85,0,0,0,0,0,0
1.13,62.0,6.67,6.71,4.15,0,0,0,1,0,0
0.52,61.2,5.17,5.22,3.18,0,0,0,1,0,0
0.39,62.1,4.65,4.63,2.88,0,0,0,1,0,0
1.18,63.5,6.68,6.74,4.26,0,0,0,0,0,1
1.0,61.4,6.36,6.41,3.92,1,0,0,0,0,0
0.53,61.6,5.21,5.27,3.23,0,0,0,0,0,0
1.02,63.6,6.25,6.33,4.0,0,1,0,0,0,0
0.53,62.2,5.14,5.18,3.21,0,0,1,0,0,0
1.06,61.7,6.53,6.56,4.04,0,0,1,0,0,0
0.7,63.0,5.64,5.59,3.54,0,1,0,0,0,0
0.75,62.3,5.73,5.83,3.6,1,0,0,0,0,0
0.76,64.1,5.73,5.75,3.68,0,0,0,0,1,0
0.32,63.2,4.4,4.37,2.77,0,1,0,0,0,0
2.19,63.7,8.26,8.17,5.23,0,0,1,0,0,0
0.3,62.0,4.31,4.34,2.68,1,0,0,0,0,0
0.79,63.0,5.91,5.94,3.73,0,1,0,0,0,0
0.54,63.2,5.17,5.21,3.28,0,0,0,0,1,0
0.9,59.0,6.29,6.25,3.7,0,0,1,0,0,0
1.01,62.8,6.35,6.42,4.01,0,0,1,0,0,0
0.41,61.0,4.77,4.8,2.92,0,0,1,0,0,0
0.7,61.8,5.67,5.72,3.52,0,0,0,1,0,0
0.74,61.3,5.82,5.89,3.59,0,0,1,0,0,0
0.56,61.9,5.32,5.28,3.28,0,0,1,0,0,0
1.51,60.7,7.47,7.42,4.52,0,0,0,0,0,0
0.4,61.8,4.73,4.79,2.94,0,0,0,0,1,0
0.38,62.8,4.6,4.63,2.9,1,0,0,0,0,0
0.59,62.2,5.39,5.42,3.36,1,0,0,0,0,0
1.01,63.5,6.34,6.36,4.03,1,0,0,0,0,0
1.02,59.2,6.63,6.57,3.91,1,0,0,0,0,0
1.12,61.2,6.67,6.63,4.07,0,0,0,0,0,0
0.41,59.7,4.8,4.85,2.88,0,1,0,0,0,0
0.42,62.1,4.81,4.79,2.98,0,1,0,0,0,0
1.22,62.5,6.78,6.83,4.25,0,1,0,0,0,0
2.34,61.7,8.59,8.53,5.28,0,0,0,0,1,0
0.35,62.5,4.48,4.54,2.82,0,0,0,1,0,0
0.33,61.5,4.47,4.5,2.76,1,0,0,0,0,0
1.02,62.5,6.42,6.34,3.99,0,0,1,0,0,0
0.3,59.7,4.39,4.32,2.6,0,0,0,0,0,0
0.35,61.6,4.55,4.58,2.81,0,0,1,0,0,0
0.3,61.6,4.29,4.31,2.65,0,1,0,0,0,0
0.93,61.1,6.32,6.29,3.85,0,1,0,0,0,0
0.7,63.1,5.61,5.67,3.56,0,0,0,0,1,0
0.55,61.6,5.29,5.23,3.24,0,1,0,0,0,0
1.01,63.5,6.29,6.37,4.02,0,0,0,1,0,0
2.01,61.7,7.94,7.91,4.89,0,0,0,1,0,0
0.34,61.4,4.51,4.54,2.78,0,0,0,0,0,0
0.34,62.0,4.5,4.47,2.78,0,0,1,0,0,0
0.7,61.5,5.67,5.71,3.5,1,0,0,0,0,0
0.5,63.3,5.0,5.05,3.18,0,0,0,0,0,0
0.88,62.0,6.12,6.13,3.8,0,0,0,1,0,0
0.37,61.1,4.65,4.58,2.82,0,0,0,0,1,0
0.35,63.1,4.46,4.51,2.83,0,1,0,0,0,0
2.15,62.6,8.29,8.35,5.21,0,0,1,0,0,0
1.05,61.7,6.56,6.53,4.04,0,0,1,0,0,0
0.87,61.8,6.11,6.13,3.78,0,0,1,0,0,0
0.71,61.6,5.7,5.62,3.49,0,0,0,0,1,0
0.9,63.6,6.03,5.97,3.8,0,0,0,1,0,0
0.7,59.7,5.73,5.77,3.43,0,0,0,0,1,0
0.54,63.3,5.2,5.26,3.31,1,0,0,0,0,0
1.01,61.2,6.34,6.38,3.89,1,0,0,0,0,0
0.31,61.2,4.37,4.39,2.68,1,0,0,0,0,0
1.03,62.1,6.47,6.42,4.0,0,0,0,1,0,0
0.31,62.0,4.33,4.38,2.7,0,0,0,1,0,0
1.52,62.5,7.34,7.28,4.57,0,0,0,1,0,0
0.9,61.1,6.22,6.25,3.81,0,0,1,0,0,0
0.42,60.9,4.87,4.89,2.97,0,0,0,1,0,0
0.52,62.4,5.13,5.16,3.21,0,0,1,0,0,0
1.01,61.3,6.46,6.5,3.97,0,0,0,0,0,1
0.7,66.3,5.58,5.43,3.66,0,0,0,0,1,0
0.36,62.0,4.57,4.6,2.84,0,0,0,1,0,0
0.31,62.4,4.36,4.33,2.71,0,0,0,1,0,0
0.72,61.4,5.74,5.79,3.54,1,0,0,0,0,0
0.53,62.1,5.2,5.17,3.22,1,0,0,0,0,0
0.59,61.8,5.37,5.41,3.33,0,0,0,1,0,0
0.71,59.8,5.89,5.72,3.48,0,1,0,0,0,0
1.5,61.0,7.33,7.27,4.45,0,0,0,1,0,0
0.71,62.8,5.64,5.67,3.55,0,0,0,0,0,1
0.37,62.7,4.6,4.55,2.87,1,0,0,0,0,0
0.31,60.7,4.36,4.4,2.66,0,1,0,0,0,0
0.74,60.9,5.9,5.86,3.58,0,0,1,0,0,0
1.54,59.4,7.61,7.55,4.5,0,0,0,0,0,0
0.52,61.7,5.23,5.18,3.15,0,1,0,0,0,0
0.34,62.1,4.51,4.48,2.79,0,0,0,1,0,0
0.71,59.0,5.82,5.8,3.43,0,1,0,0,0,0
0.33,62.5,4.41,4.45,2.77,0,0,1,0,0,0
0.9,59.6,6.27,6.31,3.75,0,1,0,0,0,0
1.5,62.1,7.31,7.27,4.53,1,0,0,0,0,0
0.4,60.6,4.77,4.78,2.9,1,0,0,0,0,0
2.04,61.2,8.19,8.25,5.03,0,0,0,1,0,0
0.7,62.7,5.61,5.65,3.53,0,0,0,0,1,0
0.44,61.9,4.91,4.88,3.03,1,0,0,0,0,0
1.06,62.3,6.5,6.54,4.06,0,0,0,0,0,0
1.57,67.3,7.85,5.75,3.87,0,0,0,1,0,0
0.9,64.1,6.12,6.08,3.91,0,0,0,0,0,1
1.03,63.1,6.41,6.37,4.03,0,0,1,0,0,0
0.73,59.6,5.89,5.85,3.5,0,1,0,0,0,0
1.23,62.1,6.84,6.88,4.26,0,0,0,0,1,0
0.7,60.3,5.73,5.82,3.48,0,1,0,0,0,0
0.31,62.1,4.31,4.35,2.69,0,0,0,0,0,0
0.73,61.8,5.76,5.83,3.58,0,0,1,0,0,0
1.21,61.1,6.79,6.87,4.17,0,1,0,0,0,0
0.4,59.6,4.85,4.81,2.88,0,1,0,0,0,0
1.03,60.9,6.52,6.45,3.95,0,1,0,0,0,0
0.4,60.5,4.8,4.76,2.89,0,1,0,0,0,0
0.31,60.9,4.37,4.4,2.67,0,0,0,0,1,0
1.0,63.5,6.37,6.32,4.03,0,0,0,0,0,0
0.71,59.7,5.82,5.8,3.47,0,0,0,0,0,0
0.59,61.6,5.34,5.37,3.3,1,0,0,0,0,0
0.53,62.7,5.16,6.2,3.25,0,1,0,0,0,0
1.0,58.0,6.56,6.62,3.82,0,0,0,0,1,0
0.32,61.6,4.43,4.4,2.72,0,1,0,0,0,0
0.41,60.3,4.85,4.8,2.91,0,1,0,0,0,0
2.11,60.7,8.27,8.2,5.0,0,0,0,0,0,1
1.21,62.6,6.71,6.75,4.21,0,0,0,1,0,0
0.77,62.3,5.86,5.89,3.66,0,0,0,0,0,1
0.42,63.0,4.79,4.77,3.01,0,0,0,0,0,0
0.78,57.9,6.05,6.0,3.49,0,0,1,0,0,0
0.4,62.6,4.75,4.71,2.96,0,0,0,0,0,1
1.04,61.0,6.54,6.48,3.97,0,1,0,0,0,0
1.35,61.9,7.1,7.08,4.39,0,0,0,0,0,1
0.32,62.4,4.4,4.35,2.73,0,0,1,0,0,0
0.5,61.4,5.16,5.1,3.15,0,0,1,0,0,0
0.34,61.2,4.48,4.44,2.73,0,0,1,0,0,0
0.56,61.1,5.35,5.33,3.26,0,1,0,0,0,0
1.13,62.3,6.68,6.65,4.15,0,1,0,0,0,0
0.42,62.7,4.77,4.8,3.0,0,0,0,0,1,0
1.01,60.8,6.51,6.46,3.94,0,0,0,1,0,0
1.27,61.6,6.94,7.0,4.29,0,0,0,0,0,1
0.38,61.9,4.64,4.67,2.88,0,0,0,0,1,0
0.76,61.7,5.87,5.84,3.61,0,0,0,1,0,0
0.32,63.4,4.35,4.32,2.75,0,0,1,0,0,0
1.19,63.4,6.7,6.79,4.27,0,0,0,0,0,1
2.02,60.4,8.21,8.18,4.95,1,0,0,0,0,0
2.05,62.7,8.18,8.11,5.11,0,0,0,0,0,1
0.51,62.4,5.13,5.1,3.19,0,1,0,0,0,0
0.41,61.9,4.78,4.82,2.97,0,0,0,0,1,0
1.21,62.7,6.76,6.85,4.27,0,0,1,0,0,0
1.07,61.0,6.62,6.65,4.05,0,0,0,1,0,0
0.42,62.3,4.8,4.76,2.98,1,0,0,0,0,0
0.72,61.5,5.77,5.81,3.56,1,0,0,0,0,0
1.12,61.0,6.76,6.72,4.11,0,0,1,0,0,0
1.1,60.8,6.63,6.68,4.04,0,0,0,0,1,0
1.0,62.3,6.43,6.38,3.99,0,0,0,0,0,1
0.31,62.0,4.37,4.41,2.72,0,1,0,0,0,0
0.32,61.2,4.43,4.4,2.7,1,0,0,0,0,0
0.9,62.3,6.17,6.22,3.86,0,0,1,0,0,0
1.61,61.2,7.62,7.57,4.65,0,0,1,0,0,0
1.03,61.4,6.52,6.57,4.02,0,0,1,0,0,0
1.23,62.1,6.85,6.8,4.24,0,0,1,0,0,0
0.51,61.5,5.16,5.18,3.18,0,0,1,0,0,0
1.01,60.3,6.49,6.52,3.92,0,0,0,1,0,0
0.3,63.4,4.28,4.3,2.72,0,0,0,1,0,0
0.32,62.0,4.4,4.44,2.74,0,0,1,0,0,0
0.51,61.1,5.15,5.19,3.16,0,0,1,0,0,0
0.9,62.7,6.11,6.17,3.85,0,1,0,0,0,0
0.56,60.6,5.36,5.34,3.24,0,0,0,0,0,0
0.41,62.0,4.73,4.79,2.95,0,0,0,0,0,1
0.31,62.6,4.34,4.38,2.73,0,0,0,1,0,0
0.38,62.3,4.64,4.7,2.91,0,1,0,0,0,0
1.51,62.3,7.34,7.29,4.55,0,0,0,1,0,0
1.47,65.9,6.99,6.94,4.59,0,1,0,0,0,0
0.31,62.4,4.31,4.34,2.7,0,0,0,1,0,0
1.11,62.2,6.61,6.67,4.13,0,0,1,0,0,0
2.01,66.5,7.81,7.75,5.17,0,0,0,0,1,0
2.0,64.5,7.93,7.86,5.09,0,0,0,1,0,0
1.6,61.5,7.53,7.55,4.64,0,0,0,1,0,0
0.46,62.6,4.95,4.92,3.09,1,0,0,0,0,0
0.33,62.2,4.43,4.45,2.76,0,0,1,0,0,0
1.5,63.2,7.25,7.19,4.56,0,0,1,0,0,0
0.25,63.0,3.98,4.02,2.52,0,0,0,0,0,0
0.3,60.7,4.32,4.35,2.63,0,1,0,0,0,0
0.78,62.6,5.91,5.85,3.68,1,0,0,0,0,0
1.02,63.7,6.31,6.4,4.05,1,0,0,0,0,0
0.88,61.1,6.19,6.15,3.77,0,0,1,0,0,0
0.51,62.7,5.08,5.1,3.19,0,0,1,0,0,0
1.13,61.9,6.61,6.64,4.1,1,0,0,0,0,0
0.74,60.8,5.86,5.88,3.57,0,0,0,0,1,0
1.0,61.5,6.27,6.32,3.87,0,0,0,0,0,0
0.35,61.6,4.54,4.52,2.79,1,0,0,0,0,0
0.31,63.4,4.35,4.32,2.75,0,0,0,0,0,0
0.74,61.9,5.83,5.81,3.6,0,0,0,0,1,0
1.64,61.3,7.58,7.62,4.66,0,0,0,0,1,0
0.5,63.2,5.03,5.06,3.19,0,1,0,0,0,0
1.0,62.9,6.36,6.32,3.99,0,0,0,1,0,0
0.41,61.1,4.83,4.76,2.93,1,0,0,0,0,0
0.3,63.5,4.29,4.34,2.74,0,0,1,0,0,0
1.08,62.7,6.48,6.51,4.07,0,0,0,1,0,0
0.31,60.7,4.35,4.38,2.65,0,0,0,0,0,0
1.09,60.8,6.59,6.64,4.02,0,1,0,0,0,0
0.3,61.8,4.35,4.32,2.68,0,0,0,0,0,0
0.5,61.6,5.09,5.11,3.14,0,0,0,0,0,0
0.38,61.0,4.66,4.71,2.86,0,0,1,0,0,0
1.21,62.2,6.83,6.8,4.24,0,0,0,0,0,0
0.56,62.4,5.22,5.3,3.28,0,0,1,0,0,0
0.82,63.4,6.0,5.93,3.78,0,0,1,0,0,0
0.3,61.3,4.3,4.31,2.64,0,0,0,1,0,0
0.4,61.7,4.75,4.78,2.94,0,0,1,0,0,0
1.09,62.7,6.51,6.56,4.1,0,1,0,0,0,0
0.31,61.8,4.35,4.38,2.7,0,0,0,0,0,1
1.25,61.7,6.93,6.92,4.27,0,1,0,0,0,0
1.11,62.6,6.63,6.59,4.14,0,0,0,1,0,0
0.33,59.2,4.54,4.51,2.68,0,0,1,0,0,0
0.71,61.1,5.78,5.81,3.53,0,0,0,1,0,0
2.01,61.8,7.99,8.04,4.95,0,0,1,0,0,0
0.51,60.5,5.21,5.2,3.15,0,0,0,0,0,0
0.42,61.0,4.85,4.82,2.95,1,0,0,0,0,0
0.71,61.2,5.8,5.76,3.54,0,0,0,0,0,0
1.7,57.6,7.86,7.81,4.51,0,1,0,0,0,0
0.9,63.7,6.07,6.11,3.88,0,0,1,0,0,0
1.01,61.5,6.39,6.42,3.94,1,0,0,0,0,0
1.0,62.1,6.42,6.37,3.97,0,0,1,0,0,0
0.7,60.7,5.74,5.76,3.49,0,0,1,0,0,0
1.27,60.7,7.01,7.05,4.27,0,0,0,1,0,0
1.03,61.3,6.51,6.53,4.0,1,0,0,0,0,0
0.72,58.3,5.99,5.92,3.47,1,0,0,0,0,0
0.42,63.2,4.79,4.77,3.02,0,0,0,1,0,0
0.3,60.3,4.34,4.32,2.61,0,0,0,0,1,0
0.91,62.6,6.2,6.23,3.89,0,0,0,1,0,0
0.9,63.0,6.07,6.15,3.85,0,0,1,0,0,0
1.02,62.6,6.4,6.44,4.02,0,0,1,0,0,0
1.3,61.9,7.07,7.04,4.37,0,0,0,0,0,1
0.34,60.7,4.51,4.55,2.75,0,0,0,0,0,0
0.33,62.7,4.4,4.43,2.77,0,0,0,0,1,0
1.01,64.0,6.28,6.34,4.04,0,0,0,0,0,0
1.05,62.3,6.57,6.49,4.07,0,1,0,0,0,0
2.1,62.9,8.15,8.09,5.11,0,0,0,0,0,1
0.5,64.0,5.02,5.04,3.22,0,0,0,0,0,0
1.7,62.2,7.68,7.6,4.75,0,0,1,0,0,0
0.32,62.6,4.35,4.31,2.71,0,0,1,0,0,0
0.34,62.7,4.43,4.4,2.77,0,0,0,0,1,0
0.73,60.4,5.83,5.89,3.54,0,0,0,1,0,0
1.0,61.6,6.39,6.43,3.95,0,0,1,0,0,0
0.3,62.6,4.27,4.29,2.68,0,1,0,0,0,0
1.05,63.0,6.44,6.48,4.07,0,0,0,1,0,0
1.02,63.7,6.39,6.35,4.06,0,1,0,0,0,0
0.71,62.1,5.72,5.68,3.54,1,0,0,0,0,0
2.14,62.3,8.22,8.16,5.1,0,0,0,0,1,0
0.3,62.2,4.32,4.33,2.69,0,0,0,0,0,0
0.91,63.3,6.1,6.06,3.85,0,1,0,0,0,0
0.3,61.1,4.32,4.36,2.65,0,0,0,0,0,0
0.64,58.6,5.7,5.74,3.35,0,0,0,0,0,0
1.12,61.9,6.66,6.69,4.13,0,0,0,1,0,0
0.32,61.7,4.42,4.37,2.71,0,0,0,1,0,0
0.36,61.4,4.57,4.61,2.82,0,1,0,0,0,0
0.52,63.2,5.09,5.1,3.22,0,1,0,0,0,0
0.36,59.5,4.68,4.63,2.77,0,0,0,0,0,0
1.06,62.4,6.51,6.57,4.08,0,0,0,0,0,1
0.5,62.9,5.1,5.07,3.2,1,0,0,0,0,0
0.89,61.5,6.18,6.21,3.81,0,1,0,0,0,0
0.3,60.9,4.29,4.31,2.62,0,0,0,1,0,0
0.57,61.2,5.37,5.32,3.27,1,0,0,0,0,0
0.54,62.1,5.17,5.2,3.22,1,0,0,0,0,0
0.57,60.7,5.4,5.37,3.27,0,0,1,0,0,0
0.51,61.6,5.12,5.08,3.14,0,0,1,0,0,0
0.4,62.9,4.66,4.69,2.94,1,0,0,0,0,0
0.37,59.3,4.73,4.75,2.81,1,0,0,0,0,0
1.01,61.6,6.44,6.38,3.95,0,0,0,0,0,0
2.03,66.3,7.81,7.75,5.16,0,0,1,0,0,0
0.65,60.8,5.55,5.63,3.4,0,0,0,0,0,0
1.23,62.3,6.79,6.83,4.24,0,0,0,1,0,0
0.56,61.8,5.28,5.33,3.28,0,0,1,0,0,0
0.57,61.6,5.37,5.34,3.3,0,0,0,1,0,0
0.6,62.5,5.35,5.43,3.38,1,0,0,0,0,0
0.71,60.5,5.77,5.73,3.47,1,0,0,0,0,0
0.52,62.6,5.16,5.12,3.22,0,0,0,1,0,0
1.62,60.7,7.62,7.54,4.6,0,0,1,0,0,0
1.39,60.8,7.26,7.21,4.4,0,0,0,0,0,1
0.41,60.5,4.85,4.81,2.92,0,0,0,1,0,0
1.54,63.5,7.27,7.37,4.65,0,0,0,0,0,1
0.8,63.1,5.89,5.93,3.73,0,1,0,0,0,0
0.59,61.2,5.38,5.43,3.31,0,0,0,0,0,0
0.54,61.1,5.26,5.31,3.22,1,0,0,0,0,0
0.3,60.9,4.32,4.35,2.64,1,0,0,0,0,0
0.3,62.4,4.26,4.27,2.66,1,0,0,0,0,0
0.33,60.6,4.5,4.47,2.72,0,0,1,0,0,0
0.35,60.3,4.61,4.65,2.79,0,0,0,1,0,0
0.34,62.0,4.46,4.48,2.77,0,0,0,1,0,0
0.41,62.4,4.78,4.74,2.97,0,0,0,0,0,0
0.7,61.6,5.7,5.73,3.52,0,1,0,0,0,0
0.57,61.3,5.34,5.36,3.28,0,0,1,0,0,0
1.03,63.0,6.44,6.39,4.04,0,0,0,0,0,0
0.46,63.4,4.88,4.8,3.07,0,0,1,0,0,0
2.03,61.5,8.22,8.2,5.05,0,0,0,0,1,0
2.51,59.3,8.87,8.83,5.25,0,0,0,0,0,1
1.31,60.5,7.1,7.14,4.31,0,0,1,0,0,0
0.72,61.1,5.78,5.84,3.55,0,1,0,0,0,0
1.06,61.9,6.5,6.52,4.03,0,0,0,0,1,0
0.53,59.4,5.25,5.32,3.14,0,0,0,0,0,0
0.3,61.8,4.33,4.35,2.68,0,0,0,0,0,0
1.23,61.4,6.91,6.96,4.26,0,0,1,0,0,0
0.7,63.8,5.61,5.52,3.55,0,1,0,0,0,0
0.53,62.7,5.15,5.18,3.24,0,0,0,0,0,1
1.0,62.5,6.35,6.44,4.0,0,0,0,0,0,0
0.8,58.2,6.07,6.03,3.52,0,0,0,0,0,0
0.7,61.6,5.68,5.65,3.49,0,0,1,0,0,0
0.52,61.8,5.19,5.2,3.21,1,0,0,0,0,0
1.1,62.1,6.61,6.59,4.1,0,0,0,1,0,0
0.71,62.0,5.77,5.72,3.56,1,0,0,0,0,0
0.84,62.1,6.02,6.09,3.76,1,0,0,0,0,0
1.37,60.7,7.19,7.07,4.33,0,0,0,0,0,1
1.72,64.8,7.5,7.46,4.85,0,1,0,0,0,0
1.23,62.9,6.84,6.77,4.28,0,0,0,1,0,0
0.71,62.4,5.75,5.7,3.57,1,0,0,0,0,0
0.31,61.6,4.37,4.39,2.7,1,0,0,0,0,0
0.7,59.9,5.75,5.8,3.46,1,0,0,0,0,0
0.9,57.9,6.33,6.24,3.64,0,0,0,0,0,0
0.42,61.5,4.83,4.8,2.96,0,0,0,0,0,0
1.2,62.2,6.77,6.81,4.23,0,0,1,0,0,0
1.18,61.5,6.78,6.82,4.18,0,0,0,1,0,0
0.96,60.2,6.3,6.36,3.81,0,0,0,0,0,0
0.52,60.4,5.22,5.28,3.17,0,1,0,0,0,0
1.01,62.4,6.39,6.44,4.0,0,0,1,0,0,0
1.0,59.3,6.47,6.45,3.83,0,0,0,1,0,0
0.7,62.3,5.64,5.7,3.53,0,0,0,0,1,0
1.01,64.5,6.26,6.15,4.0,0,0,0,1,0,0
1.01,60.7,6.49,6.45,3.93,0,0,0,1,0,0
0.54,61.8,5.22,5.26,3.24,0,0,1,0,0,0
0.8,62.2,5.94,5.87,3.67,0,0,1,0,0,0
0.52,60.4,5.31,5.29,3.2,0,1,0,0,0,0
0.78,62.7,5.9,5.87,3.69,1,0,0,0,0,0
0.74,61.3,5.82,5.86,3.57,0,0,0,0,1,0
0.42,60.9,4.85,4.84,2.95,0,0,0,1,0,0
0.37,62.5,4.52,4.57,2.84,0,1,0,0,0,0
0.74,62.2,5.82,5.78,3.61,0,0,0,0,0,0
0.71,64.2,5.62,5.57,3.59,0,0,0,0,1,0
0.44,62.0,4.89,4.91,3.04,0,0,1,0,0,0
1.27,61.3,6.98,7.02,4.29,0,1,0,0,0,0
1.36,62.0,7.08,7.11,4.4,0,1,0,0,0,0
0.74,63.0,5.77,5.75,3.63,0,0,1,0,0,0
1.6,63.2,7.46,7.41,4.7,0,0,0,1,0,0
0.5,62.7,5.06,5.02,3.16,1,0,0,0,0,0
0.3,61.5,4.33,4.35,2.67,1,0,0,0,0,0
2.03,61.7,8.04,8.18,5.0,0,0,0,0,0,1
0.7,60.7,5.72,5.75,3.48,1,0,0,0,0,0
0.43,62.4,4.84,4.81,3.01,0,1,0,0,0,0
1.05,61.9,6.52,6.5,4.03,0,1,0,0,0,0
0.3,62.9,4.27,4.29,2.69,0,0,0,0,0,0
0.36,59.0,4.66,4.69,2.76,0,0,0,0,0,0
4.13,64.8,10.0,9.85,6.43,0,0,0,1,0,0
0.74,61.4,5.82,5.87,3.58,0,0,0,0,0,0
1.12,62.8,6.66,6.61,4.17,0,0,0,1,0,0
1.02,60.4,6.55,6.53,3.95,0,0,1,0,0,0
0.9,61.8,6.2,6.26,3.85,0,0,0,0,1,0
1.5,62.2,7.25,7.31,4.53,0,0,0,0,0,1
1.01,61.8,6.45,6.42,3.98,0,0,1,0,0,0
0.3,63.5,4.24,4.27,2.7,0,1,0,0,0,0
0.38,62.7,4.56,4.6,2.87,0,1,0,0,0,0
1.18,61.6,6.77,6.8,4.18,0,0,1,0,0,0
1.01,63.4,6.39,6.26,4.01,0,0,0,0,0,0
1.52,60.7,7.49,7.41,4.52,0,0,0,1,0,0
0.52,61.5,5.17,5.2,3.19,0,1,0,0,0,0
1.05,61.3,6.58,6.51,4.01,0,0,1,0,0,0
0.39,62.6,4.64,4.69,2.92,0,0,0,0,0,1
0.41,63.2,4.68,4.72,2.97,1,0,0,0,0,0
0.57,61.6,5.33,5.39,3.3,0,0,0,0,0,0
0.3,61.6,4.33,4.3,2.66,0,0,0,1,0,0
1.08,60.2,6.6,6.65,3.99,0,1,0,0,0,0
0.43,61.1,4.83,4.89,2.97,0,0,0,0,0,0
0.4,61.3,4.75,4.78,2.92,0,0,0,0,0,0
0.3,61.4,4.34,4.29,2.65,0,0,1,0,0,0
1.17,62.2,6.73,6.7,4.18,0,1,0,0,0,0
0.5,60.7,5.09,5.13,3.1,1,0,0,0,0,0
0.9,62.4,6.17,6.13,3.84,0,0,1,0,0,0
1.05,62.8,6.43,6.4,4.03,0,1,0,0,0,0
0.57,61.6,5.33,5.36,3.29,0,1,0,0,0,0
1.01,66.0,6.29,6.22,4.13,0,0,0,0,0,0
1.21,62.8,6.79,6.74,4.25,0,0,0,1,0,0
0.51,63.1,5.13,5.08,3.22,0,0,0,0,0,0
0.35,61.8,4.53,4.56,2.81,0,0,1,0,0,0
1.58,60.7,7.56,7.6,4.6,0,0,1,0,0,0
0.36,61.8,4.56,4.6,2.83,0,0,0,1,0,0
0.52,62.5,5.19,5.14,3.23,0,0,0,0,0,0
1.01,59.8,6.51,6.54,3.9,0,0,1,0,0,0
1.13,62.4,6.66,6.63,4.15,1,0,0,0,0,0
0.52,61.7,5.16,5.21,3.2,1,0,0,0,0,0
0.51,61.7,5.15,5.12,3.17,1,0,0,0,0,0
1.16,61.5,6.76,6.71,4.14,0,0,0,0,1,0
1.59,62.4,7.43,7.48,4.65,0,0,0,0,1,0
0.98,61.8,6.37,6.32,3.92,0,1,0,0,0,0
0.71,62.0,5.72,5.74,3.55,1,0,0,0,0,0
0.51,60.8,5.19,5.24,3.17,1,0,0,0,0,0
1.51,58.1,7.57,7.54,4.39,0,0,1,0,0,0
1.03,62.2,6.41,6.45,4.0,0,0,1,0,0,0
1.02,62.1,6.55,6.49,4.05,1,0,0,0,0,0
0.5,61.6,5.12,5.14,3.16,0,0,0,0,0,0
